1
503 1  1  0  0 1
900	87.93952179
899	87.90856171
898	87.91451263
897	87.92350006
896	87.87445068
895	87.84513855
894	87.74990082
893	87.81258392
892	87.74607086
891	87.66181183
890	87.66701508
889	87.62975311
888	87.57319641
887	87.47216034
886	87.55687714
885	87.43447876
884	87.42396545
883	87.39971161
882	87.38467407
881	87.3152771
880	87.25982666
879	87.33145905
878	87.23096466
877	87.24491882
876	87.30162811
875	87.32098389
874	87.29184723
873	87.32080841
872	87.3945694
871	87.45318604
870	87.47091675
869	87.44010162
868	87.48809814
867	87.50994873
866	87.53273773
865	87.60635376
864	87.63221741
863	87.70748901
862	87.68518829
861	87.71405029
860	87.74608612
859	87.80912781
858	87.82810974
857	87.88615417
856	87.87078094
855	87.80613708
854	87.78025818
853	87.7721405
852	87.766922
851	87.73013306
850	87.68598175
849	87.66073608
848	87.58874512
847	87.53004456
846	87.54430389
845	87.50392151
844	87.4392395
843	87.37703705
842	87.33719635
841	87.29523468
840	87.23561859
839	87.21069336
838	87.25230408
837	87.18467712
836	87.17971039
835	87.23439026
834	87.19880676
833	87.21955109
832	87.24613953
831	87.27911377
830	87.28179169
829	87.32868195
828	87.36684418
827	87.42480469
826	87.42403412
825	87.44953918
824	87.53050232
823	87.60003662
822	87.62641907
821	87.65919495
820	87.68456268
819	87.72671509
818	87.72759247
817	87.74685669
816	87.71620178
815	87.72622681
814	87.74102783
813	87.67816162
812	87.69061279
811	87.66239929
810	87.6463623
809	87.56150055
808	87.55754852
807	87.57649231
806	87.47699738
805	87.42843628
804	87.39369202
803	87.34958649
802	87.29246521
801	87.25411224
800	87.24523163
799	87.21683502
798	87.22288513
797	87.16480255
796	87.22268677
795	87.18004608
794	87.23781586
793	87.26685333
792	87.22750854
791	87.27178955
790	87.28361511
789	87.35186768
788	87.42079163
787	87.4730835
786	87.50012207
785	87.55104065
784	87.60913849
783	87.67407227
782	87.73086548
781	87.73908234
780	87.74449158
779	87.72663116
778	87.74497986
777	87.73156738
776	87.72832489
775	87.67126465
774	87.67003632
773	87.60913849
772	87.56188965
771	87.48890686
770	87.41934967
769	87.3717041
768	87.35786438
767	87.27347565
766	87.26945496
765	87.19593048
764	87.20400238
763	87.23243713
762	87.16355133
761	87.19824219
760	87.22732544
759	87.2190094
758	87.23445892
757	87.29060364
756	87.31292725
755	87.38452911
754	87.41675568
753	87.47903442
752	87.51397705
751	87.52842712
750	87.58402252
749	87.6083374
748	87.65207672
747	87.66611481
746	87.7042923
745	87.71349335
744	87.71669769
743	87.67521667
742	87.67980957
741	87.66203308
740	87.60356903
739	87.52845764
738	87.51790619
737	87.43854523
736	87.38627625
735	87.34190369
734	87.29690552
733	87.235672
732	87.18488312
731	87.13609314
730	87.12028503
729	87.1736908
728	87.14421844
